@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
89,'2018/09/29 17:07:49:071',1,219.781738,411.825012,60.66832,239.586395,406.456696,63.287914,223.777344,409.727875,58.45433,228.995941,413.250061,54.502415,210.437424,411.848877,49.305637,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
90,'2018/09/29 17:07:49:121',1,218.74379,412.242432,60.80822,239.112335,406.906403,63.452202,223.295044,409.859589,58.67778,228.319611,413.479187,54.721367,208.00943,412.297394,49.495693,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
91,'2018/09/29 17:07:49:172',1,215.1418,412.495605,60.945683,235.643082,407.292908,63.620441,220.577621,409.914398,58.867062,225.194626,413.80777,54.884933,204.965622,412.537781,49.630745,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
92,'2018/09/29 17:07:49:222',1,207.548508,413.041962,60.898453,227.936493,407.861938,63.70253,214.202087,410.151245,58.904259,219.121262,414.158051,54.898075,199.731186,412.713898,49.563919,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
93,'2018/09/29 17:07:49:271',1,201.899673,413.679871,60.806915,222.194061,408.242859,63.786736,209.884476,410.270355,58.882378,215.650192,414.023895,54.839413,197.36113,412.367584,49.415276,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
94,'2018/09/29 17:07:49:321',1,199.323059,414.525421,60.817631,220.072235,408.80368,63.959816,208.016754,410.741425,58.965454,214.542084,414.146027,54.91954,195.932343,412.437866,49.427105,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
95,'2018/09/29 17:07:49:372',1,198.411224,415.451874,60.962059,219.079056,409.744812,64.219246,207.509369,411.397614,59.165524,214.472992,414.496735,55.107056,196.261353,412.471649,49.580265,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
96,'2018/09/29 17:07:49:422',1,198.280685,416.407227,61.03548,218.78566,410.703857,64.39389,207.305435,412.175476,59.28849,214.639404,414.991516,55.230995,196.636322,412.713562,49.688297,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
97,'2018/09/29 17:07:49:471',1,199.444656,417.116608,61.021614,220.042343,411.417969,64.455811,208.487915,412.791931,59.302162,216.136215,415.413879,55.252335,198.148163,412.978271,49.693409,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
98,'2018/09/29 17:07:49:521',1,203.901917,417.65274,60.990128,225.095428,412.103577,64.441544,212.512955,413.199005,59.298187,219.886948,415.506104,55.247261,200.48558,412.849091,49.717232,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
99,'2018/09/29 17:07:49:571',1,208.28299,417.492584,60.931725,229.960037,412.008606,64.38707,216.414673,412.960999,59.26577,223.304901,415.137024,55.206661,202.780975,412.337708,49.718815,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
100,'2018/09/29 17:07:49:621',1,214.827591,416.325104,60.705715,236.687378,410.660339,64.220299,222.036346,411.607117,59.132839,228.439499,413.671783,55.069702,206.495804,410.897278,49.627785,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
101,'2018/09/29 17:07:49:672',1,217.806396,414.143921,60.669384,240.485962,408.255951,64.059082,224.978561,409.708038,59.019897,230.721909,412.263794,54.959221,207.926666,409.976318,49.55093,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
102,'2018/09/29 17:07:49:721',1,219.697266,412.214874,60.746624,243.088776,406.093384,64.003845,227.003235,408.148499,59.007622,232.240341,411.342224,54.964088,208.916153,409.659088,49.572563,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
103,'2018/09/29 17:07:49:771',1,220.834763,411.520782,60.758545,244.533569,405.326263,63.962112,228.103485,407.530823,58.991356,233.037979,410.868896,54.947918,209.299377,409.354584,49.576546,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
104,'2018/09/29 17:07:49:821',1,221.411255,411.031219,60.785351,245.514511,404.873657,63.916115,228.85408,407.088104,58.994049,233.315689,410.589539,54.941868,208.98555,409.179382,49.59095,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
105,'2018/09/29 17:07:49:871',1,221.286606,410.890259,60.834461,245.811295,404.882233,63.877445,229.179169,406.982849,59.00491,233.268494,410.570984,54.940628,208.346359,409.181641,49.597458,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
106,'2018/09/29 17:07:49:922',1,220.753799,411.203735,60.864803,245.667145,405.261688,63.848984,229.198944,407.162415,59.063267,232.583603,410.921356,54.976067,206.525925,409.636597,49.649841,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
107,'2018/09/29 17:07:49:972',1,220.260391,411.741425,60.86908,245.323761,405.912781,63.824741,228.825912,407.599121,59.091042,231.846939,411.337097,54.992973,204.962616,410.009216,49.685154,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
108,'2018/09/29 17:07:50:022',1,219.998566,411.942596,60.875523,245.044006,406.199432,63.814041,228.590958,407.791718,59.099854,231.499649,411.527405,54.998886,204.411041,410.182159,49.697464,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
109,'2018/09/29 17:07:50:072',1,218.772339,412.122345,60.886475,243.721024,406.390625,63.809097,227.424606,407.977661,59.099247,230.475449,411.692352,55.000416,203.32811,410.417969,49.687351,0.999,0.361843,0.999,0.999,0.5,0,0.10226,0,0.429205,0.810213
110,'2018/09/29 17:08:00:722',2,258.421692,126.938171,62.535191,257.595032,104.65863,65.954765,221.815964,107.797455,70.586472,192.112869,127.789429,69.222664,172.020935,151.472626,65.180389,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
111,'2018/09/29 17:08:00:773',2,260.751221,126.898865,62.898209,259.852966,104.472778,66.318802,223.953766,107.826904,70.914124,194.263321,127.25824,69.68737,174.220947,151.470215,65.491951,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
112,'2018/09/29 17:08:00:822',2,259.529327,125.661652,62.825634,257.129822,102.393799,65.909576,220.739655,104.914246,70.523468,190.539795,120.502502,70.118034,173.371918,150.425751,65.587349,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
113,'2018/09/29 17:08:00:872',2,259.910034,125.959259,62.79538,256.187897,102.25296,65.785614,219.081009,104.114166,70.351166,188.439529,118.310791,70.199104,172.232025,150.346558,65.67984,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
114,'2018/09/29 17:08:00:922',2,264.669678,123.215332,62.734543,259.983093,100.809174,65.981987,223.791794,104.047668,70.611862,193.636353,117.613525,70.649597,178.504044,150.305603,65.785912,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
115,'2018/09/29 17:08:00:972',2,266.996765,123.505859,62.32793,262.360535,102.168488,65.941788,227.588593,107.347626,70.618546,197.42363,120.351654,70.653488,182.112305,152.182709,65.207123,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
116,'2018/09/29 17:08:01:022',2,269.625061,124.666748,62.712837,264.249329,103.616394,66.452545,230.049789,109.299072,71.188622,199.357742,121.133514,71.284409,184.968903,153.904144,65.662766,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
117,'2018/09/29 17:08:01:072',2,272.472412,127.516785,62.894482,265.945984,105.608673,66.692245,232.051941,111.835114,71.461449,201.349762,123.380188,71.614166,187.879868,156.637787,66.12236,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
118,'2018/09/29 17:08:01:122',2,269.109314,130.931,62.199646,262.626892,108.751404,66.443588,228.561203,115.625061,71.166458,196.707321,125.798828,71.27459,181.846115,158.261414,65.543854,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
119,'2018/09/29 17:08:01:172',2,265.52771,128.737549,62.249023,258.091187,106.470093,66.603241,224.096619,113.354004,71.389259,191.839676,122.475708,71.554451,178.415848,156.064148,65.869614,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
120,'2018/09/29 17:08:01:223',2,260.671021,128.258179,62.213757,252.029266,104.928955,66.466263,217.130127,111.334473,71.260353,184.974808,119.911652,71.400085,172.842697,154.42337,66.20826,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
121,'2018/09/29 17:08:01:272',2,258.320679,127.219727,62.189541,249.414276,103.637939,66.413048,214.212708,109.838593,71.251083,182.172806,118.278198,71.415085,170.605042,153.164124,66.460564,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
122,'2018/09/29 17:08:01:322',2,257.203369,127.298676,62.234982,248.874924,102.737488,66.487,212.75827,109.536072,71.322266,180.754257,117.665283,71.492989,169.182755,152.661194,66.722412,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
123,'2018/09/29 17:08:01:372',2,256.252686,128.728577,62.305347,250.186127,103.815735,66.631401,213.04213,110.0867,71.574112,180.913849,117.210388,71.840202,167.172821,152.724487,66.9478,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
124,'2018/09/29 17:08:01:423',2,254.67749,130.777863,62.23772,251.707275,104.426941,66.691826,213.449341,111.260895,71.740173,181.080872,118.685699,71.85672,165.887909,153.213409,67.080811,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
125,'2018/09/29 17:08:01:472',2,254.16214,131.452881,62.096794,253.053253,104.87326,66.679886,214.19989,111.996918,71.761597,181.287079,118.598846,71.92662,165.4422,153.003998,67.40979,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
126,'2018/09/29 17:08:01:526',2,253.486588,130.841492,61.887733,251.910217,104.03064,66.352669,212.753952,110.657104,71.522644,180.07608,117.773834,71.646797,165.0233,152.262238,67.541107,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
127,'2018/09/29 17:08:01:572',2,255.111633,129.978271,61.855324,253.084351,102.18634,66.289749,212.642258,109.12088,71.475296,180.011337,116.460083,71.54187,165.806442,151.260162,67.692429,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
128,'2018/09/29 17:08:01:623',2,260.165222,132.221832,61.407822,259.019928,104.816772,66.056778,218.179062,111.28067,71.386177,185.345978,118.380615,71.46122,169.353241,153.211548,67.422974,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
129,'2018/09/29 17:08:01:672',2,266.359619,133.710114,61.268963,266.76532,106.477356,66.119232,225.791275,111.862671,71.674286,192.472382,118.187622,71.906723,172.858734,153.180237,68.04158,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
130,'2018/09/29 17:08:01:722',2,269.634216,133.035675,61.25729,269.211517,105.586548,66.26712,227.552979,110.506531,71.878105,193.968658,116.703156,72.102074,174.085449,152.0159,68.435471,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
131,'2018/09/29 17:08:01:773',2,273.736877,132.434235,61.366039,270.683472,104.98703,66.800957,227.634445,110.567291,72.248558,193.987854,116.70813,72.456543,174.383087,151.849548,69.050926,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
132,'2018/09/29 17:08:01:821',2,275.743744,132.322968,61.564705,271.717316,105.505676,67.370255,228.006897,111.403442,72.759781,194.242722,117.480042,72.908752,173.637695,151.957794,69.53978,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
133,'2018/09/29 17:08:01:872',2,275.414063,131.273682,61.625992,270.117035,104.035095,67.492104,226.182861,110.145325,72.90583,192.095764,116.391449,72.985336,171.880844,150.900513,69.807022,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
134,'2018/09/29 17:08:01:922',2,273.530701,130.119995,61.664982,267.18866,102.224731,67.567993,222.349411,108.591644,72.851974,188.161041,114.893341,72.887192,168.394135,149.540527,69.826111,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
135,'2018/09/29 17:08:01:972',2,273.444183,129.522675,61.678474,265.971497,101.936462,67.688469,221.046448,108.744568,72.948196,186.557678,115.053528,72.945709,166.520737,149.412811,70.022079,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
136,'2018/09/29 17:08:02:022',2,269.457397,127.242065,61.397648,257.935028,99.933777,67.558754,212.283081,108.380676,72.582626,178.102966,115.40976,72.475929,161.198395,149.817413,69.352005,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
137,'2018/09/29 17:08:02:073',2,266.9245,127.34256,61.76339,256.16272,100.241821,68.035202,209.023315,107.856873,72.992973,174.664124,115.43515,72.676216,157.196381,149.423523,69.379036,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
138,'2018/09/29 17:08:02:122',2,265.412048,127.817444,61.826679,254.933136,100.962555,68.223549,207.654968,108.796783,73.123062,172.90712,116.262939,72.781097,155.187958,150.061981,69.285873,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
139,'2018/09/29 17:08:02:172',2,259.849731,126.073334,62.204334,247.62149,98.905426,68.535873,199.494751,106.283844,73.40686,164.305847,114.776337,72.856865,148.959808,148.874542,69.213669,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
140,'2018/09/29 17:08:02:221',2,258.45459,126.406403,62.432877,246.0634,99.141571,68.801956,197.348099,106.031036,73.628784,161.420578,114.929382,73.02182,146.679977,149.222839,69.294701,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
141,'2018/09/29 17:08:02:273',2,256.034607,126.897461,62.452576,244.718246,99.650757,69.026993,195.370621,106.402985,73.758507,158.605331,115.136993,73.179062,143.541504,149.538513,69.106995,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
142,'2018/09/29 17:08:02:321',2,256.300568,127.344055,62.223007,247.337051,100.102997,68.958145,197.603577,106.545013,73.62941,160.656265,115.683228,72.996002,144.490021,149.829102,68.868637,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
143,'2018/09/29 17:08:02:373',2,258.84668,129.419983,61.94183,253.817566,101.846771,68.615608,204.60437,107.193359,73.474731,166.783981,115.790619,73.010223,147.866913,150.140015,68.962891,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
144,'2018/09/29 17:08:02:423',2,259.243347,127.63208,61.831776,257.56665,99.076416,68.072983,209.010696,103.526245,73.062531,170.477081,111.206238,72.952789,150.682251,146.904419,69.146042,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
145,'2018/09/29 17:08:02:472',2,258.346802,127.467224,61.918388,259.289917,99.035492,68.064117,211.314148,103.7836,73.072571,172.614044,111.222198,72.980827,151.418594,146.514679,69.211617,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
146,'2018/09/29 17:08:02:521',2,255.004288,125.806305,62.443333,254.269653,97.188751,68.619034,205.348053,102.09845,73.513,167.292709,110.89035,73.125999,146.432419,145.29892,69.482445,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
147,'2018/09/29 17:08:02:573',2,254.26709,126.641449,62.703934,251.607697,98.369598,69.032822,201.749954,103.258087,73.770226,163.423782,111.696869,73.335564,142.734009,146.230164,69.612183,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
148,'2018/09/29 17:08:02:622',2,253.146545,127.648895,63.172737,246.367203,99.461853,69.738121,194.691177,104.042206,74.303841,156.285141,112.600433,73.670517,137.935822,147.916931,69.597992,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
149,'2018/09/29 17:08:02:672',2,252.99852,128.996582,63.269787,242.578491,102.1409,70.192368,188.843842,105.791229,74.690796,149.798004,114.006042,73.898819,132.087097,149.903168,69.447662,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
150,'2018/09/29 17:08:02:722',2,254.346222,129.644592,62.987926,240.348618,102.75827,70.30835,185.105972,107.161499,74.493698,147.091858,116.451477,73.310928,130.620911,151.897034,68.726181,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
151,'2018/09/29 17:08:02:772',2,258.394165,129.540649,63.08131,241.836273,103.16452,70.478661,185.520477,107.30365,74.558983,148.249527,117.400482,73.220078,133.810669,153.370911,68.554779,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
152,'2018/09/29 17:08:02:822',2,260.354004,128.661926,62.965137,241.123001,103.005157,70.505219,183.014984,106.418823,74.455292,146.815353,117.697845,72.809113,133.772491,153.94458,68.068497,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
153,'2018/09/29 17:08:02:872',2,262.643463,127.243866,62.992336,240.457245,103.06015,70.87146,181.435699,106.479309,74.62603,145.903198,118.580109,72.732361,132.977875,154.586548,67.861824,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
154,'2018/09/29 17:08:02:922',2,263.725281,127.144043,63.019855,238.660507,103.295258,71.165863,178.311676,106.458527,74.653671,143.424866,119.377899,72.518127,131.602264,155.183105,67.419624,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
155,'2018/09/29 17:08:02:972',2,264.669342,126.596008,62.9655,237.639999,103.420502,71.287468,177.233215,107.002502,74.636688,141.82785,119.869995,72.471153,131.087708,155.646057,67.183662,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
156,'2018/09/29 17:08:03:023',2,266.548737,125.705017,63.027733,234.88768,103.995087,71.582199,174.159531,108.310059,74.486588,137.538422,120.330139,72.167236,127.462219,155.634125,66.579948,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
157,'2018/09/29 17:08:03:072',2,267.843506,123.527344,63.266331,232.505341,103.944244,71.884995,171.0793,107.894989,74.574608,134.412292,119.96405,72.086853,123.500824,154.663879,66.437599,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
158,'2018/09/29 17:08:03:123',2,269.714966,121.601044,63.419765,230.853073,103.469116,72.138489,169.043777,106.937408,74.66214,131.927948,119.383911,72.080696,122.171448,154.101105,66.295959,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
159,'2018/09/29 17:08:03:172',2,271.451721,121.340607,63.63205,229.619415,103.670624,72.498024,168.197556,107.458466,74.84375,130.659546,119.876312,72.157341,122.522217,154.704102,66.154709,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
160,'2018/09/29 17:08:03:222',2,271.990967,121.586487,63.80703,228.444931,103.743561,72.641861,166.636322,106.370972,74.891548,129.152039,119.131866,72.115509,120.634705,154.125885,66.128723,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
161,'2018/09/29 17:08:03:272',2,274.191742,124.078033,63.998127,231.806137,104.472168,73.012375,170.467758,106.010498,75.301239,132.540436,119.107086,72.531174,122.549744,154.234009,66.415405,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
162,'2018/09/29 17:08:03:322',2,273.982971,125.936768,63.839207,234.62384,105.579803,72.973328,173.183746,105.697479,75.407677,134.481415,118.758026,72.630562,122.346497,153.8526,66.436928,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
163,'2018/09/29 17:08:03:372',2,274.192963,129.810181,63.657509,240.946503,107.128723,73.095757,180.635162,106.444214,75.838112,139.415894,118.141937,73.28698,122.872803,153.471893,66.987305,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
164,'2018/09/29 17:08:03:422',2,273.32016,131.981323,63.571636,243.122559,109.057678,73.131416,183.415222,108.505432,76.05555,141.060608,119.561798,73.649414,123.33017,155.089355,67.28196,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
165,'2018/09/29 17:08:03:472',2,269.157684,135.256073,63.687675,245.845169,111.673004,73.166695,186.550217,110.221649,76.341278,142.974915,120.590637,74.132126,122.469818,156.511871,67.876396,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
166,'2018/09/29 17:08:03:522',2,265.12561,136.642487,63.7313,246.500671,111.926636,73.002678,187.245865,110.123566,76.392082,143.400604,120.599396,74.351929,120.621185,156.386261,68.500061,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
167,'2018/09/29 17:08:03:572',2,260.784393,137.576538,63.763794,249.054657,111.630554,72.791496,190.024048,109.743256,76.473068,146.001251,120.300446,74.556778,120.690491,155.405487,69.059799,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
168,'2018/09/29 17:08:03:622',2,258.27594,137.375061,63.716335,250.732666,111.302673,72.633545,192.054871,109.519928,76.48819,147.627563,119.770508,74.722672,121.323639,154.806458,69.294495,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
169,'2018/09/29 17:08:03:672',2,255.240753,136.038361,63.683075,254.665802,109.484711,72.374603,196.879532,107.249756,76.52771,152.090744,117.676178,75.003555,122.623444,151.961548,70.035774,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
170,'2018/09/29 17:08:03:722',2,254.034683,135.413116,63.688236,256.908569,109.547089,72.17717,199.415924,106.080139,76.573288,154.563812,116.591797,75.172195,123.155701,150.16217,70.57795,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
171,'2018/09/29 17:08:03:772',2,250.685242,134.264313,63.159874,257.760376,109.694,71.504204,201.087189,105.082458,76.229836,155.818893,115.178619,74.960831,122.248657,147.839813,70.528206,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
172,'2018/09/29 17:08:03:822',2,248.373322,134.626892,63.213203,258.356995,110.078308,71.350388,201.769394,105.153259,76.200371,156.585831,115.19165,74.978233,122.356415,147.224609,70.806015,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
173,'2018/09/29 17:08:03:873',2,248.723587,135.013977,63.159546,259.760498,110.450653,71.238113,203.523682,105.678131,76.187851,158.349442,115.821289,75.038651,123.830688,147.492249,71.040833,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
174,'2018/09/29 17:08:03:922',2,248.992447,133.288391,63.009197,261.425476,108.334839,71.05304,206.15979,105.432098,76.048943,160.998566,115.488861,75.009262,126.345062,146.107086,71.364227,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
175,'2018/09/29 17:08:03:973',2,250.078049,132.930817,62.946701,264.459625,107.832428,70.876945,210.312408,105.756104,75.942055,165.083786,115.708801,75.038918,130.079071,145.687073,71.609695,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
176,'2018/09/29 17:08:04:022',2,251.958328,132.831573,63.012222,266.533783,107.958374,70.926086,213.155457,106.151978,76.050079,167.95192,115.999817,75.208969,132.907898,145.866028,71.823593,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
177,'2018/09/29 17:08:04:072',2,252.525467,134.864105,62.975925,267.362976,110.443054,70.892075,214.435501,108.326965,76.037933,169.362885,118.235199,75.185486,133.7388,147.642212,71.828407,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
178,'2018/09/29 17:08:04:122',2,250.073105,134.64566,62.859184,260.021851,110.94339,70.818008,206.164001,108.343719,75.807419,162.148972,119.085022,74.810654,128.934784,148.844971,71.369377,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
179,'2018/09/29 17:08:04:172',2,248.515625,136.255951,62.680664,254.153885,113.084991,71.104294,200.392609,111.98468,75.839096,156.841202,122.94809,74.621017,125.722137,152.519684,70.777573,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
180,'2018/09/29 17:08:04:222',2,246.687012,137.599213,62.918476,248.374649,113.598724,71.515312,194.670181,113.794037,75.972618,151.71933,125.103729,74.630867,123.23587,155.111145,70.626846,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
181,'2018/09/29 17:08:04:272',2,246.512573,138.001556,63.226295,246.721741,112.933319,71.702599,192.728561,112.848816,76.06868,150.20192,124.602417,74.726791,122.54718,155.058044,70.867943,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
182,'2018/09/29 17:08:04:322',2,248.176483,139.08551,63.12442,250.44104,112.886475,71.516891,197.397446,112.879608,75.979561,154.738434,124.635712,74.75576,126.989655,155.365387,70.954987,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
183,'2018/09/29 17:08:04:372',2,249.412491,138.880341,62.99028,255.690872,111.740234,71.146957,203.411423,111.034241,75.742111,160.50679,122.498383,74.688133,131.711456,153.564178,71.065025,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
184,'2018/09/29 17:08:04:422',2,250.859741,139.810059,62.784798,261.024536,112.968658,70.856613,209.245377,110.365662,75.617676,165.465195,120.480957,74.686951,133.075623,151.208252,71.17292,0.999,0.416906,0.999,0.5,0.5,0.015732,0.062929,0.747283,0.751717,0.527031
185,'2018/09/29 17:08:49:674',3,626.174438,403.032257,48.79084,639.102905,406.542419,54.00235,632.044922,407.920532,56.550034,582.860352,408.113098,56.095554,548.450134,399.022064,53.668869,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
