@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
186,'2018/09/29 17:08:49:723',3,625.533386,403.075256,48.73344,638.983826,406.516907,53.916035,632.098511,407.841705,56.470287,582.730164,408.069122,56.093697,548.272461,399.074677,53.692513,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
187,'2018/09/29 17:08:49:774',3,625.214844,403.086487,48.748421,638.689941,406.47583,53.927242,631.870483,407.771271,56.486172,582.289429,408.093323,56.09206,547.98175,399.059875,53.711479,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
188,'2018/09/29 17:08:49:823',3,624.620422,403.224335,48.750607,638.141968,406.620361,53.898632,631.595337,407.939575,56.467548,581.728577,408.40332,56.07172,547.544922,399.352753,53.709332,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
189,'2018/09/29 17:08:49:874',3,622.931274,403.447571,48.770424,636.395874,406.817169,53.9053,630.091309,408.154724,56.479877,580.050171,408.648193,56.090771,545.964539,399.563904,53.737354,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
190,'2018/09/29 17:08:49:924',3,621.229614,403.598663,48.768707,634.763428,407.069458,53.879177,628.623535,408.436584,56.462662,578.478882,408.972717,56.078934,544.437256,399.837952,53.744244,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
191,'2018/09/29 17:08:49:973',3,620.271057,403.628876,48.789978,633.839661,407.184753,53.891327,627.68457,408.604553,56.468208,577.493713,409.183289,56.070496,543.531616,399.972321,53.752205,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
192,'2018/09/29 17:08:50:024',3,618.547058,403.5177,48.81562,632.067627,407.205841,53.895905,625.927979,408.664032,56.469761,575.764282,409.075348,56.076859,541.983154,399.702759,53.771053,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
193,'2018/09/29 17:08:50:074',3,616.190979,403.089569,48.846596,629.700745,406.897247,53.892296,623.639709,408.36615,56.483128,573.386841,408.833313,56.074856,539.807007,399.277588,53.813557,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
194,'2018/09/29 17:08:50:124',3,613.181519,402.969666,48.880638,626.612061,406.910583,53.909534,620.189941,408.496948,56.481773,570.049805,408.897736,56.054714,536.805603,399.156799,53.810452,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
195,'2018/09/29 17:08:50:173',3,610.506897,403.098145,48.883121,623.711426,407.246643,53.875751,616.978149,408.909119,56.446243,567.12561,409.161621,56.032089,534.034912,399.372559,53.774906,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
196,'2018/09/29 17:08:50:223',3,609.217773,403.134277,48.874165,622.326477,407.364655,53.845634,615.517273,409.029877,56.426929,565.702942,409.229034,56.018925,532.718872,399.433197,53.755459,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
197,'2018/09/29 17:08:50:273',3,607.990234,403.065308,48.858025,621.053101,407.425903,53.814919,614.145752,409.12738,56.396416,564.33667,409.265198,55.999195,531.460022,399.448303,53.733353,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
198,'2018/09/29 17:08:50:323',3,607.445557,402.57962,48.763962,620.702454,407.022156,53.69791,613.88092,408.664825,56.298805,563.967834,408.693909,55.953819,531.15686,398.855713,53.694183,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
199,'2018/09/29 17:08:50:373',3,608.363342,401.127777,48.533985,622.272583,405.465271,53.436104,615.800232,406.842041,56.117744,565.835938,406.412811,55.985283,532.757874,396.895569,53.641598,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
200,'2018/09/29 17:08:50:423',3,609.823486,399.883484,48.391411,624.238098,404.21817,53.287121,618.023315,405.243683,56.076496,567.921509,404.785583,56.018913,534.595032,395.438477,53.617661,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
201,'2018/09/29 17:08:50:473',3,614.830811,396.833221,48.17601,629.333923,401.315308,53.135056,623.043701,402.119446,56.003094,572.925659,402.25119,55.92836,538.985107,393.29483,53.521622,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
202,'2018/09/29 17:08:50:524',3,621.993042,394.100464,47.825367,636.856812,398.83606,52.823593,630.170898,400.012024,55.675068,580.146851,400.743073,55.629944,545.55481,392.197632,53.236004,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
203,'2018/09/29 17:08:50:573',3,628.765137,392.268921,47.449688,644.468628,396.996521,52.500755,637.450684,398.431244,55.33551,587.529175,399.443512,55.33287,552.359131,391.137939,52.961666,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
204,'2018/09/29 17:08:50:623',3,631.81842,391.768158,47.154922,648.167114,396.410431,52.281982,640.888733,398.010651,55.096066,590.853027,399.395203,55.053452,555.399353,391.141907,52.71529,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
205,'2018/09/29 17:08:50:673',3,637.934082,390.785583,46.494923,655.540649,395.383728,51.608238,648.981873,396.601349,54.551559,599.224487,397.602356,54.7901,562.348816,390.069092,52.404568,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
206,'2018/09/29 17:08:50:724',3,643.570068,390.435516,46.098686,662.392944,394.853943,51.254791,656.042725,395.869263,54.216347,606.385559,396.832825,54.568439,568.690186,389.384613,52.279121,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
207,'2018/09/29 17:08:50:774',3,647.007813,390.405487,45.800591,666.205933,394.926575,50.965157,660.175537,395.701691,53.988331,610.579468,396.688446,54.380775,572.285706,389.411835,52.095295,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
208,'2018/09/29 17:08:50:824',3,651.031372,390.583618,45.371735,671.064575,395.217316,50.549877,665.231201,395.961487,53.615742,616.107483,396.24118,54.251549,576.797974,389.564087,51.856556,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
209,'2018/09/29 17:08:50:873',3,653.683716,390.477173,45.156231,674.539429,395.0336,50.368656,668.534424,395.837738,53.418201,619.432678,396.074005,54.114487,579.899902,389.346252,51.773491,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
210,'2018/09/29 17:08:50:923',3,658.212585,390.186523,44.781624,680.289307,394.401917,50.073769,674.282837,394.960388,53.145626,625.010742,395.1073,53.903625,585.06604,388.437164,51.584797,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
211,'2018/09/29 17:08:50:973',3,662.868652,390.145966,44.505539,686.49707,394.212708,49.837303,680.126953,394.789185,52.900555,631.223511,394.075775,53.877998,590.706787,387.578827,51.524166,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
212,'2018/09/29 17:08:51:023',3,666.781982,390.000488,44.489792,691.078369,394.10968,49.802608,684.571289,394.594177,52.863285,636.037109,393.291565,53.942131,595.400635,386.614197,51.622917,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
213,'2018/09/29 17:08:51:073',3,667.747925,389.801697,44.426506,692.274658,393.994659,49.70945,685.843811,394.291199,52.835377,637.122192,393.138092,53.873821,596.502441,386.430115,51.560474,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
214,'2018/09/29 17:08:51:123',3,693.5849,393.49469,52.710659,625.084656,393.236908,46.35257,608.817566,395.488892,45.318405,581.136597,389.359558,44.489822,572.691284,375.941986,46.080315,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
215,'2018/09/29 17:08:51:173',3,700.658203,390.639343,53.26897,628.972168,393.095825,46.917931,612.930908,394.959656,45.829044,584.923218,388.553192,44.618923,576.043701,376.277405,46.067535,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
216,'2018/09/29 17:08:51:223',3,704.793701,387.241913,52.538143,634.710205,389.301788,46.613525,618.475525,391.754669,45.667946,589.33783,386.083008,44.495136,579.652161,373.936554,45.781292,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
217,'2018/09/29 17:08:51:273',3,704.264893,386.968933,52.043308,637.417908,388.028564,46.221104,621.619141,390.85495,45.555481,591.561829,385.395203,44.162987,580.999695,373.367401,45.297554,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
218,'2018/09/29 17:08:51:324',3,702.141846,389.21991,51.566414,639.517944,389.31842,45.815926,624.026611,392.339783,45.296715,593.981079,388.06778,44.150726,581.497681,375.197784,44.648472,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
219,'2018/09/29 17:08:51:373',3,702.700806,391.866272,51.011276,643.816956,391.900696,45.655556,627.760864,394.917908,45.058052,597.020203,390.692291,43.711826,583.526855,377.993713,43.976624,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
220,'2018/09/29 17:08:51:422',3,701.762817,396.900879,50.678936,645.454712,396.165802,45.499466,629.115967,399.103638,44.879894,598.295532,394.549072,43.39782,584.367798,381.842773,43.395481,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
221,'2018/09/29 17:08:51:473',3,700.505493,399.878906,50.511799,646.294739,398.567474,45.474262,629.662598,401.479187,44.799862,598.187988,396.511932,42.950039,584.599243,384.503967,43.280594,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
222,'2018/09/29 17:08:51:523',3,697.750183,403.919128,50.366951,645.79364,401.643372,45.516502,628.893311,404.519348,44.884346,595.904724,398.315186,42.397537,583.455444,387.581177,43.347149,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
223,'2018/09/29 17:08:51:573',3,696.018066,405.732849,50.328903,645.527588,403.039978,45.655838,628.339417,405.911743,45.046013,594.488953,399.150757,42.201149,582.544983,389.015564,43.433102,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
224,'2018/09/29 17:08:51:625',3,692.709534,407.702576,50.369694,642.595581,404.677429,45.810081,625.307068,407.54007,45.247288,591.136353,400.270844,42.134113,579.494751,390.428345,43.512028,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
225,'2018/09/29 17:08:51:673',3,689.38562,409.076996,50.492096,639.341858,405.782684,46.056503,621.69696,408.50415,45.445545,587.600098,400.711548,42.119308,576.480225,390.969177,43.594627,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
226,'2018/09/29 17:08:51:723',3,688.415161,409.138977,50.439816,638.494202,405.858185,46.201485,620.475098,408.49646,45.579899,585.976074,400.462341,42.109627,575.273743,390.821899,43.674252,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
227,'2018/09/29 17:08:51:774',3,687.677612,409.467529,50.423401,638.047913,406.166626,46.373726,619.792114,408.762756,45.807484,584.750671,400.504181,42.157059,574.360352,390.958374,43.798927,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
228,'2018/09/29 17:08:51:823',3,686.195679,410.327148,50.475979,636.897583,406.855774,46.581692,618.333191,409.386047,45.990631,583.000061,400.820557,42.2402,572.907471,391.399811,43.970875,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
229,'2018/09/29 17:08:51:875',3,682.31958,412.471588,50.623936,633.736938,408.616943,46.721256,615.220459,411.129303,46.163628,580.164124,402.061523,42.240849,570.098145,392.754486,44.019791,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
230,'2018/09/29 17:08:51:923',3,681.767029,412.496704,50.634418,633.311279,408.761566,46.818802,614.802795,411.349213,46.328503,579.40332,402.1492,42.260098,569.382141,392.891479,44.065075,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
231,'2018/09/29 17:08:51:975',3,680.626953,412.286743,50.58157,632.595276,408.848083,46.982967,613.890137,411.519104,46.535084,577.856384,402.213257,42.248749,567.824158,393.011322,44.075161,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
232,'2018/09/29 17:08:52:024',3,677.903687,411.989471,50.592373,630.195679,408.751038,47.089901,611.40448,411.467621,46.65612,575.111328,402.155334,42.243557,564.999146,392.998016,44.079983,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
233,'2018/09/29 17:08:52:073',3,674.750671,411.620483,50.808414,627.531738,408.608856,47.3964,608.442261,411.311401,46.892002,572.171509,402.134644,42.391514,561.956543,392.960205,44.220364,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
234,'2018/09/29 17:08:52:124',3,672.075806,411.718079,51.02993,625.227661,408.700378,47.621136,606.103882,411.408905,47.097549,570.000732,402.205566,42.517223,559.635498,393.074036,44.351276,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
235,'2018/09/29 17:08:52:173',3,669.179138,411.864746,51.156528,622.673218,408.741211,47.735947,603.581055,411.484406,47.186893,567.64563,402.166046,42.564342,557.033203,393.168488,44.425053,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
236,'2018/09/29 17:08:52:223',3,666.404724,411.607239,51.37965,620.124329,408.47522,47.907768,601.093384,411.268982,47.324051,565.556152,401.896729,42.632942,554.644104,393.007385,44.512238,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
237,'2018/09/29 17:08:52:274',3,665.545654,411.107605,51.475555,619.13385,408.005981,47.992912,600.156128,410.822296,47.396687,564.781128,401.49231,42.668114,553.714172,392.640869,44.552876,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
238,'2018/09/29 17:08:52:323',3,664.515015,410.652191,51.573162,618.064514,407.587311,48.095131,599.100891,410.445129,47.487831,563.800903,401.135742,42.728401,552.592468,392.338684,44.627491,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
239,'2018/09/29 17:08:52:374',3,663.54718,410.407379,51.648739,617.02771,407.360596,48.191082,598.056641,410.225983,47.594559,562.699097,400.964478,42.822121,551.484863,392.162964,44.730427,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
240,'2018/09/29 17:08:52:427',3,662.220703,410.20697,51.711975,615.681763,407.131561,48.301235,596.666443,410.008179,47.722172,561.104614,400.831787,42.950966,549.939148,392.01062,44.871998,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
241,'2018/09/29 17:08:52:474',3,660.722351,410.310455,51.788197,614.279785,407.146118,48.387569,595.286621,410.031433,47.807026,559.77887,400.839722,43.023449,548.546448,392.041718,44.961147,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
242,'2018/09/29 17:08:52:523',3,658.872925,410.615021,51.899033,612.522827,407.440735,48.480976,593.601868,410.356934,47.881775,558.283447,401.171295,43.081829,546.869202,392.426392,45.032467,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
243,'2018/09/29 17:08:52:575',3,658.446777,410.63324,51.865456,611.943909,407.485352,48.464275,593.102966,410.422302,47.887295,557.663818,401.311005,43.087391,546.231445,392.564697,45.048355,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
244,'2018/09/29 17:08:52:625',3,658.353149,410.833496,51.833443,611.779419,407.599213,48.448215,592.922485,410.536255,47.856091,557.601929,401.361481,43.064018,546.10907,392.646301,45.046814,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
245,'2018/09/29 17:08:52:673',3,658.752808,411.215759,51.747849,611.997925,407.794922,48.382023,593.137817,410.687378,47.792198,557.977783,401.437164,42.984264,546.51178,392.708221,44.992363,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
246,'2018/09/29 17:08:52:724',3,659.084106,411.733521,51.575584,612.120422,408.070984,48.191513,593.313904,410.921021,47.577774,558.554321,401.533417,42.767315,547.007324,392.820862,44.784481,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
247,'2018/09/29 17:08:52:774',3,659.464417,412.067596,51.54826,612.371033,408.281219,48.172283,593.518555,411.115845,47.530472,558.924438,401.691895,42.733883,547.340454,392.989319,44.759964,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
248,'2018/09/29 17:08:52:824',3,659.248047,412.634094,51.556149,611.9646,408.711029,48.188278,593.137817,411.542297,47.548214,558.662109,402.135773,42.733612,547.026794,393.43042,44.770672,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
249,'2018/09/29 17:08:52:873',3,657.67395,413.48291,51.576126,610.239624,409.438721,48.205238,591.502991,412.281647,47.571335,557.086304,402.832092,42.756172,545.362549,394.181702,44.813858,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
250,'2018/09/29 17:08:52:923',3,655.46521,414.146149,51.720085,608.164429,410.021057,48.336102,589.462769,412.904846,47.690269,555.21814,403.481293,42.843285,543.250366,394.909912,44.923779,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
251,'2018/09/29 17:08:52:974',3,654.43634,414.435913,51.768234,607.244751,410.208923,48.372017,588.577209,413.099945,47.721027,554.468994,403.650177,42.858963,542.383362,395.117828,44.949482,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
252,'2018/09/29 17:08:53:023',3,653.200195,414.401794,51.820145,606.083496,410.137939,48.400455,587.455139,413.047852,47.738926,553.550537,403.626282,42.856995,541.290833,395.130615,44.955994,0.75515,0.416906,0.999,0.5,0.5,0.023598,0.20452,0.361843,0.751717,0.527031
253,'2018/09/29 17:09:03:574',4,637.016907,130.742126,55.462349,680.162842,101.996796,69.700378,624.857849,89.924255,77.109795,569.342834,92.075409,77.875336,493.102509,108.973663,74.145744,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
254,'2018/09/29 17:09:03:624',4,636.430176,128.569519,55.249004,679.620178,100.593018,69.585274,624.57489,89.48703,77.062469,568.984741,91.818939,77.861702,492.368713,106.964935,74.333961,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
255,'2018/09/29 17:09:03:673',4,633.987427,128.735535,55.06493,678.359619,101.476135,69.411865,623.882385,90.14743,76.911949,568.282959,91.997406,77.747696,491.361267,106.890442,74.223648,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
256,'2018/09/29 17:09:03:723',4,634.072205,126.3862,54.947781,677.781982,100.103241,69.371162,622.823853,89.749786,76.873734,567.532837,91.270782,77.740044,491.010223,107.359558,74.049477,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
257,'2018/09/29 17:09:03:774',4,632.447266,128.365295,55.168694,676.702026,101.061096,69.472092,621.783569,90.211914,76.894806,566.500854,91.717499,77.748024,489.798645,107.621399,74.130623,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
258,'2018/09/29 17:09:03:824',4,632.088135,132.622406,55.608406,676.768799,103.621643,69.715973,621.912903,90.907288,77.005989,566.3396,92.509247,77.795898,489.408447,108.002228,74.241013,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
259,'2018/09/29 17:09:03:874',4,631.529175,132.094147,55.572227,676.637695,103.774994,69.805092,621.76062,91.447449,77.131157,565.99823,92.832458,77.918671,489.086121,108.523132,74.246307,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
260,'2018/09/29 17:09:03:924',4,632.496765,131.247559,55.63316,676.740967,103.814758,70.009087,621.591248,92.184265,77.386047,565.851074,93.818207,78.174301,489.290649,110.023865,74.402397,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
261,'2018/09/29 17:09:03:974',4,633.822876,130.397919,55.705612,676.754761,103.785736,70.1791,621.579346,92.63858,77.601158,566.006348,93.592377,78.466675,489.033875,110.643311,74.694069,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
262,'2018/09/29 17:09:04:024',4,633.51062,129.901733,55.578339,675.401733,106.057526,70.185081,620.639099,93.8685,77.702652,565.039001,94.444977,78.537285,487.281586,110.734894,74.66861,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
263,'2018/09/29 17:09:04:074',4,633.264648,128.329407,55.467632,674.483093,106.134033,70.242233,619.53479,94.19754,77.792786,563.766418,94.92807,78.565781,486.074646,110.726807,74.524605,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
264,'2018/09/29 17:09:04:124',4,628.953247,130.868347,55.452656,672.468628,107.772247,70.140823,618.25061,95.529053,77.643684,562.471985,95.533081,78.484818,483.92926,111.004761,74.5336,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
265,'2018/09/29 17:09:04:173',4,625.737061,132.309753,55.165642,670.015869,107.732147,69.885376,615.455688,97.577148,77.377441,559.819458,98.014374,78.285553,481.561066,113.861786,74.484909,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
266,'2018/09/29 17:09:04:223',4,622.710327,134.726868,55.110264,666.985596,110.098633,69.859818,612.219666,99.896118,77.349823,556.587708,100.444336,78.22641,478.243347,115.9534,74.431808,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
267,'2018/09/29 17:09:04:274',4,616.35199,138.415039,55.374252,660.980652,114.743439,70.268646,606.200989,103.859039,77.725128,550.56665,104.45636,78.528404,471.593628,118.104462,74.675499,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
268,'2018/09/29 17:09:04:323',4,612.059448,140.656403,55.346786,657.810303,117.131836,70.360222,603.088928,106.300873,77.767273,547.300171,107.266296,78.532242,467.9552,119.266968,74.682335,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
269,'2018/09/29 17:09:04:374',4,610.293274,139.574799,55.141628,655.035278,117.837982,70.398193,600.173645,107.356659,77.870941,544.057983,109.006165,78.555405,465.076111,120.58667,74.587944,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
270,'2018/09/29 17:09:04:424',4,606.81488,141.49057,55.197906,652.89032,119.915741,70.414879,598.853088,107.812531,77.959183,542.203186,110.140137,78.576279,463.401367,121.292145,74.603592,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
271,'2018/09/29 17:09:04:473',4,605.9245,142.711121,55.462887,652.137573,118.914734,70.520081,598.046631,106.214996,77.955345,541.358398,108.399689,78.619881,462.660217,120.261322,74.77597,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
272,'2018/09/29 17:09:04:527',4,610.512024,101.066315,54.222782,656.616333,101.571991,70.408264,598.642029,104.354919,77.770454,541.515015,106.937408,77.920914,465.815857,113.247253,72.277679,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
273,'2018/09/29 17:09:04:573',4,595.425781,104.339813,54.367813,657.814575,102.153229,70.019135,601.481323,101.422882,77.674828,544.145264,102.568512,77.931839,466.234528,107.606415,72.304474,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
274,'2018/09/29 17:09:04:625',4,589.59729,99.673431,54.357121,665.887756,90.94931,70.44326,610.031921,91.145752,78.157692,552.190735,95.082367,78.260986,474.935852,101.934967,72.71434,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
275,'2018/09/29 17:09:04:674',4,671.898682,39.027191,56.280521,655.105713,87.138367,63.472672,633.95813,102.656464,65.881226,576.554077,108.448212,77.942719,481.666931,111.937805,75.789352,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
276,'2018/09/29 17:09:04:723',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
277,'2018/09/29 17:09:04:773',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
278,'2018/09/29 17:09:04:823',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
279,'2018/09/29 17:09:04:873',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
280,'2018/09/29 17:09:04:922',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
281,'2018/09/29 17:09:04:973',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
282,'2018/09/29 17:09:05:023',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
283,'2018/09/29 17:09:05:073',4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369709,0.416906,0.999,0.74385,0.5,0.141591,0.999,0.062929,0.999,0.527031
